shipper_id,total_days,worked_days,worked_days_ratio,mon_prob,tue_prob,wed_prob,thu_prob,fri_prob,sat_prob,sun_prob
18806,113.0,33.0,0.29203539823,0.101694915254,0.0932203389831,0.237288135593,0.21186440678,0.28813559322,0.00847457627119,0.0593220338983
18816,18.0,5.0,0.277777777778,0.0,0.0909090909091,0.0909090909091,0.363636363636,0.454545454545,0.0,0.0
18941,4.0,3.0,0.75,0.173913043478,0.0434782608696,0.608695652174,0.0,0.0869565217391,0.0,0.0869565217391
18989,150.0,30.0,0.2,0.287553648069,0.103004291845,0.105150214592,0.418454935622,0.0815450643777,0.0,0.00429184549356
19087,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
19094,48.0,14.0,0.291666666667,0.236842105263,0.342105263158,0.157894736842,0.105263157895,0.105263157895,0.0263157894737,0.0263157894737
19240,231.0,20.0,0.0865800865801,0.1,0.157142857143,0.0285714285714,0.457142857143,0.128571428571,0.128571428571,0.0
19448,63.0,17.0,0.269841269841,0.195652173913,0.195652173913,0.195652173913,0.173913043478,0.239130434783,0.0,0.0
19686,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
19755,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
19764,2.0,2.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
19840,212.0,37.0,0.174528301887,0.303278688525,0.16393442623,0.0983606557377,0.180327868852,0.254098360656,0.0,0.0
19879,16.0,9.0,0.5625,0.0689655172414,0.189655172414,0.0344827586207,0.362068965517,0.344827586207,0.0,0.0
19927,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19965,3.0,3.0,1.0,0.0,0.0,0.166666666667,0.666666666667,0.166666666667,0.0,0.0
19993,232.0,120.0,0.51724137931,0.217125382263,0.113149847095,0.217125382263,0.22629969419,0.195718654434,0.0305810397554,0.0
20029,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20077,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20115,8.0,2.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20179,93.0,6.0,0.0645161290323,0.0,0.0,0.9,0.1,0.0,0.0,0.0
20211,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20337,39.0,4.0,0.102564102564,0.0,0.0,0.6,0.2,0.2,0.0,0.0
20361,134.0,6.0,0.044776119403,0.0,0.125,0.25,0.375,0.25,0.0,0.0
20407,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20454,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20466,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20468,151.0,2.0,0.0132450331126,0.5,0.0,0.0,0.0,0.5,0.0,0.0
20526,15.0,12.0,0.8,0.258064516129,0.303225806452,0.135483870968,0.174193548387,0.129032258065,0.0,0.0
20554,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20555,198.0,37.0,0.186868686869,0.514678899083,0.203669724771,0.0045871559633,0.206422018349,0.0357798165138,0.0348623853211,0.0
20586,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20607,11.0,4.0,0.363636363636,0.222222222222,0.0,0.0,0.0,0.777777777778,0.0,0.0
20639,92.0,2.0,0.0217391304348,0.0,0.333333333333,0.666666666667,0.0,0.0,0.0,0.0
20681,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20694,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20811,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20828,102.0,9.0,0.0882352941176,0.0294117647059,0.558823529412,0.147058823529,0.117647058824,0.117647058824,0.0,0.0294117647059
20881,222.0,143.0,0.644144144144,0.261698440208,0.149913344887,0.121317157712,0.357885615251,0.107452339688,0.00173310225303,0.0
21032,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21048,87.0,7.0,0.0804597701149,0.384615384615,0.0,0.307692307692,0.0,0.307692307692,0.0,0.0
21049,6.0,5.0,0.833333333333,0.444444444444,0.0,0.0,0.222222222222,0.333333333333,0.0,0.0
21156,4.0,2.0,0.5,0.0,0.666666666667,0.0,0.0,0.333333333333,0.0,0.0
21171,16.0,5.0,0.3125,0.791666666667,0.0833333333333,0.125,0.0,0.0,0.0,0.0
21182,200.0,91.0,0.455,0.382052421146,0.200799644602,0.111950244336,0.170590848512,0.108840515327,0.010661928032,0.0151043980453
21193,95.0,41.0,0.431578947368,0.199029126214,0.242718446602,0.184466019417,0.218446601942,0.155339805825,0.0,0.0
21194,3.0,2.0,0.666666666667,0.0,0.75,0.0,0.25,0.0,0.0,0.0
21208,30.0,3.0,0.1,0.5,0.5,0.0,0.0,0.0,0.0,0.0
21210,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21216,3.0,3.0,1.0,0.45,0.55,0.0,0.0,0.0,0.0,0.0
21248,171.0,91.0,0.53216374269,0.15548098434,0.149888143177,0.167785234899,0.354586129754,0.167785234899,0.0,0.00447427293065
21295,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21407,47.0,3.0,0.063829787234,0.857142857143,0.0,0.0,0.142857142857,0.0,0.0,0.0
21436,2.0,2.0,1.0,0.625,0.375,0.0,0.0,0.0,0.0,0.0
21452,172.0,68.0,0.395348837209,0.4,0.148108108108,0.0778378378378,0.0875675675676,0.166486486486,0.117837837838,0.00216216216216
21467,50.0,3.0,0.06,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21530,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
21625,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
21650,156.0,3.0,0.0192307692308,0.111111111111,0.277777777778,0.611111111111,0.0,0.0,0.0,0.0
21682,7.0,4.0,0.571428571429,0.25,0.0,0.125,0.25,0.375,0.0,0.0
21770,117.0,4.0,0.034188034188,0.2,0.2,0.0,0.4,0.2,0.0,0.0
21792,175.0,2.0,0.0114285714286,0.0,0.333333333333,0.333333333333,0.333333333333,0.0,0.0,0.0
21976,168.0,28.0,0.166666666667,0.0493827160494,0.0864197530864,0.20987654321,0.401234567901,0.253086419753,0.0,0.0
22029,4.0,2.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0
22128,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22143,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22190,18.0,5.0,0.277777777778,0.0,0.25,0.375,0.0,0.375,0.0,0.0
22218,5.0,3.0,0.6,0.166666666667,0.0,0.0,0.0,0.833333333333,0.0,0.0
22233,106.0,15.0,0.141509433962,0.484029484029,0.002457002457,0.0515970515971,0.461916461916,0.0,0.0,0.0
22328,15.0,7.0,0.466666666667,0.214285714286,0.142857142857,0.0,0.0,0.642857142857,0.0,0.0
22353,15.0,2.0,0.133333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22382,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22387,3.0,2.0,0.666666666667,0.0,0.2,0.8,0.0,0.0,0.0,0.0
22640,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22694,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22736,162.0,36.0,0.222222222222,0.224264705882,0.0845588235294,0.128676470588,0.205882352941,0.209558823529,0.147058823529,0.0
22776,8.0,4.0,0.5,0.615384615385,0.0,0.0,0.0,0.384615384615,0.0,0.0
22818,79.0,9.0,0.113924050633,0.0588235294118,0.235294117647,0.470588235294,0.0,0.235294117647,0.0,0.0
22867,159.0,78.0,0.490566037736,0.289598108747,0.175531914894,0.192080378251,0.177304964539,0.096926713948,0.0254137115839,0.0431442080378
23191,49.0,16.0,0.326530612245,0.027397260274,0.0821917808219,0.191780821918,0.438356164384,0.219178082192,0.027397260274,0.013698630137
23281,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23421,106.0,21.0,0.198113207547,0.178294573643,0.302325581395,0.108527131783,0.232558139535,0.178294573643,0.0,0.0
23508,5.0,5.0,1.0,0.424242424242,0.0,0.515151515152,0.0,0.0606060606061,0.0,0.0
23523,14.0,2.0,0.142857142857,0.666666666667,0.333333333333,0.0,0.0,0.0,0.0,0.0
23536,98.0,35.0,0.357142857143,0.27970749543,0.135283363803,0.2760511883,0.195612431444,0.0109689213894,0.0511882998172,0.0511882998172
23630,157.0,61.0,0.388535031847,0.235772357724,0.191056910569,0.223577235772,0.191056910569,0.138211382114,0.00813008130081,0.0121951219512
23672,121.0,17.0,0.140495867769,0.013698630137,0.356164383562,0.315068493151,0.315068493151,0.0,0.0,0.0
23796,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23850,107.0,21.0,0.196261682243,0.0602409638554,0.253012048193,0.361445783133,0.265060240964,0.0481927710843,0.0120481927711,0.0
23868,71.0,33.0,0.464788732394,0.046511627907,0.251162790698,0.153488372093,0.302325581395,0.111627906977,0.0,0.13488372093
23910,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23949,24.0,7.0,0.291666666667,0.0,0.0166666666667,0.383333333333,0.6,0.0,0.0,0.0
23965,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
24016,95.0,19.0,0.2,0.05,0.03,0.36,0.53,0.03,0.0,0.0
24028,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24046,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
24158,128.0,11.0,0.0859375,0.0,0.0,0.321428571429,0.392857142857,0.285714285714,0.0,0.0
24286,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24453,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24499,11.0,3.0,0.272727272727,0.0,0.0,0.0,0.0,0.8,0.0,0.2
24519,92.0,13.0,0.141304347826,0.350877192982,0.0701754385965,0.105263157895,0.0526315789474,0.40350877193,0.0,0.0175438596491
24571,48.0,27.0,0.5625,0.15969581749,0.0874524714829,0.152091254753,0.361216730038,0.235741444867,0.0,0.00380228136882
24602,43.0,17.0,0.395348837209,0.257575757576,0.257575757576,0.363636363636,0.0757575757576,0.0454545454545,0.0,0.0
24605,120.0,24.0,0.2,0.317829457364,0.480620155039,0.0542635658915,0.147286821705,0.0,0.0,0.0
24612,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24619,107.0,13.0,0.121495327103,0.0288461538462,0.163461538462,0.00961538461538,0.423076923077,0.375,0.0,0.0
24720,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24778,29.0,4.0,0.137931034483,0.0,0.0,0.0,0.863636363636,0.136363636364,0.0,0.0
24797,72.0,25.0,0.347222222222,0.218623481781,0.2995951417,0.271255060729,0.125506072874,0.0769230769231,0.0,0.0080971659919
24947,50.0,4.0,0.08,0.0869565217391,0.0,0.0,0.913043478261,0.0,0.0,0.0
25088,29.0,10.0,0.344827586207,0.0769230769231,0.0769230769231,0.307692307692,0.384615384615,0.153846153846,0.0,0.0
25168,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25263,93.0,53.0,0.569892473118,0.172043010753,0.228494623656,0.252688172043,0.22311827957,0.115591397849,0.0,0.00806451612903
25274,81.0,4.0,0.0493827160494,0.0,0.25,0.5,0.0,0.25,0.0,0.0
25694,12.0,8.0,0.666666666667,0.116666666667,0.383333333333,0.05,0.0666666666667,0.383333333333,0.0,0.0
25866,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26034,77.0,7.0,0.0909090909091,0.0,0.44099378882,0.0869565217391,0.472049689441,0.0,0.0,0.0
26098,65.0,10.0,0.153846153846,0.0,0.1,0.075,0.55,0.275,0.0,0.0
26301,2.0,2.0,1.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0
26315,79.0,6.0,0.0759493670886,0.583333333333,0.0,0.25,0.166666666667,0.0,0.0,0.0
26349,47.0,16.0,0.340425531915,0.0325203252033,0.268292682927,0.308943089431,0.333333333333,0.0569105691057,0.0,0.0
26461,9.0,4.0,0.444444444444,0.615384615385,0.230769230769,0.0769230769231,0.0769230769231,0.0,0.0,0.0
26462,93.0,41.0,0.440860215054,0.202959830867,0.293868921776,0.133192389006,0.253699788584,0.0338266384778,0.0824524312896,0.0
26526,6.0,2.0,0.333333333333,0.0,0.0,0.25,0.0,0.75,0.0,0.0
26684,9.0,3.0,0.333333333333,0.0,0.0,0.0,0.444444444444,0.555555555556,0.0,0.0
26722,58.0,2.0,0.0344827586207,0.4,0.6,0.0,0.0,0.0,0.0,0.0
26773,5.0,3.0,0.6,0.6,0.0,0.2,0.0,0.2,0.0,0.0
26828,2.0,2.0,1.0,0.0,0.0,0.0,0.333333333333,0.666666666667,0.0,0.0
26933,23.0,14.0,0.608695652174,0.120879120879,0.197802197802,0.0879120879121,0.384615384615,0.186813186813,0.0,0.021978021978
27335,19.0,6.0,0.315789473684,0.0,0.0869565217391,0.173913043478,0.347826086957,0.347826086957,0.0434782608696,0.0
27469,6.0,4.0,0.666666666667,0.0,0.0,0.434782608696,0.108695652174,0.45652173913,0.0,0.0
27476,20.0,11.0,0.55,0.0253164556962,0.0632911392405,0.0,0.379746835443,0.53164556962,0.0,0.0
27477,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27596,73.0,14.0,0.191780821918,0.209523809524,0.257142857143,0.171428571429,0.0857142857143,0.228571428571,0.047619047619,0.0
27790,58.0,4.0,0.0689655172414,0.125,0.0,0.0,0.0,0.75,0.0,0.125
27808,18.0,4.0,0.222222222222,0.125,0.0,0.25,0.625,0.0,0.0,0.0
27901,31.0,9.0,0.290322580645,0.037037037037,0.37037037037,0.296296296296,0.148148148148,0.148148148148,0.0,0.0
27922,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28013,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28070,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28072,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28190,70.0,5.0,0.0714285714286,0.0,0.416666666667,0.0555555555556,0.527777777778,0.0,0.0,0.0
28479,51.0,30.0,0.588235294118,0.163522012579,0.276729559748,0.106918238994,0.201257861635,0.251572327044,0.0,0.0
28592,26.0,13.0,0.5,0.0740740740741,0.592592592593,0.0740740740741,0.0925925925926,0.166666666667,0.0,0.0
28610,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28695,36.0,2.0,0.0555555555556,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28838,42.0,5.0,0.119047619048,0.0,0.0,0.740740740741,0.0,0.259259259259,0.0,0.0
28860,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28862,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
28883,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29013,29.0,12.0,0.413793103448,0.0555555555556,0.148148148148,0.37037037037,0.351851851852,0.0740740740741,0.0,0.0
29043,2.0,2.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
29062,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29180,47.0,8.0,0.170212765957,0.472222222222,0.166666666667,0.0,0.194444444444,0.166666666667,0.0,0.0
29359,5.0,3.0,0.6,0.722222222222,0.111111111111,0.0,0.166666666667,0.0,0.0,0.0
29416,21.0,2.0,0.0952380952381,0.0,0.0,0.666666666667,0.333333333333,0.0,0.0,0.0
29518,30.0,5.0,0.166666666667,0.125,0.0,0.75,0.0,0.125,0.0,0.0
29537,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29718,15.0,6.0,0.4,0.0,0.0909090909091,0.181818181818,0.363636363636,0.363636363636,0.0,0.0
29948,43.0,17.0,0.395348837209,0.272727272727,0.217532467532,0.308441558442,0.0584415584416,0.133116883117,0.00649350649351,0.00324675324675
29986,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30053,2.0,2.0,1.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0
30329,23.0,15.0,0.652173913043,0.106060606061,0.204545454545,0.318181818182,0.151515151515,0.131313131313,0.0883838383838,0.0
30434,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30646,21.0,8.0,0.380952380952,0.238095238095,0.238095238095,0.0952380952381,0.238095238095,0.190476190476,0.0,0.0
30764,25.0,6.0,0.24,0.363636363636,0.136363636364,0.136363636364,0.318181818182,0.0454545454545,0.0,0.0
30933,2.0,2.0,1.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0
31142,42.0,14.0,0.333333333333,0.530944625407,0.0684039087948,0.130293159609,0.127035830619,0.0651465798046,0.0781758957655,0.0
31145,27.0,9.0,0.333333333333,0.157894736842,0.315789473684,0.0526315789474,0.210526315789,0.210526315789,0.0526315789474,0.0
31151,36.0,6.0,0.166666666667,0.0833333333333,0.0,0.0833333333333,0.583333333333,0.25,0.0,0.0
31153,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31375,1.0,1.0,1.0,0.0,0.0,0.333333333333,0.0,0.333333333333,0.0,0.333333333333
31390,35.0,15.0,0.428571428571,0.152173913043,0.144927536232,0.231884057971,0.224637681159,0.224637681159,0.0,0.0217391304348
31438,3.0,3.0,1.0,0.0,0.0,0.5,0.375,0.125,0.0,0.0
31445,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31523,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31533,39.0,21.0,0.538461538462,0.352040816327,0.209183673469,0.198979591837,0.168367346939,0.0714285714286,0.0,0.0
31581,17.0,7.0,0.411764705882,0.0135135135135,0.22972972973,0.72972972973,0.027027027027,0.0,0.0,0.0
31693,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31726,15.0,3.0,0.2,0.0,0.0,0.0,0.875,0.125,0.0,0.0
31745,20.0,5.0,0.25,0.0,0.4375,0.3125,0.25,0.0,0.0,0.0
31837,1.0,1.0,1.0,0.666666666667,0.0,0.0,0.0,0.0,0.333333333333,0.0
31841,8.0,4.0,0.5,0.0,0.0,0.0,0.428571428571,0.571428571429,0.0,0.0
31867,1.0,1.0,1.0,0.0,0.666666666667,0.333333333333,0.0,0.0,0.0,0.0
31911,31.0,18.0,0.58064516129,0.106666666667,0.2,0.2,0.346666666667,0.146666666667,0.0,0.0
31934,25.0,11.0,0.44,0.128205128205,0.205128205128,0.307692307692,0.153846153846,0.205128205128,0.0,0.0
31956,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31990,32.0,22.0,0.6875,0.261538461538,0.253846153846,0.307692307692,0.148076923077,0.025,0.0,0.00384615384615
32157,6.0,4.0,0.666666666667,0.166666666667,0.333333333333,0.25,0.0,0.25,0.0,0.0
32250,6.0,4.0,0.666666666667,0.318181818182,0.318181818182,0.0,0.0,0.272727272727,0.0,0.0909090909091
32349,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32387,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
32410,4.0,4.0,1.0,0.0,0.30303030303,0.363636363636,0.0,0.333333333333,0.0,0.0
32458,14.0,6.0,0.428571428571,0.0625,0.09375,0.125,0.65625,0.03125,0.0,0.03125
32464,1.0,1.0,1.0,0.0,0.0,0.25,0.25,0.5,0.0,0.0
32500,22.0,9.0,0.409090909091,0.277777777778,0.138888888889,0.0833333333333,0.402777777778,0.0972222222222,0.0,0.0
32765,19.0,9.0,0.473684210526,0.0606060606061,0.151515151515,0.333333333333,0.424242424242,0.030303030303,0.0,0.0
32868,3.0,3.0,1.0,0.978260869565,0.0108695652174,0.0108695652174,0.0,0.0,0.0,0.0
32909,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
32912,7.0,2.0,0.285714285714,0.666666666667,0.0,0.333333333333,0.0,0.0,0.0,0.0
33063,2.0,2.0,1.0,0.0,0.666666666667,0.0,0.333333333333,0.0,0.0,0.0
33336,2.0,2.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
33579,16.0,4.0,0.25,0.0833333333333,0.0833333333333,0.416666666667,0.0833333333333,0.333333333333,0.0,0.0
33778,2.0,2.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
34195,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34214,3.0,2.0,0.666666666667,0.5,0.0,0.5,0.0,0.0,0.0,0.0
34733,2.0,2.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
34909,6.0,2.0,0.333333333333,0.0,0.0,0.0,0.5,0.5,0.0,0.0
34935,1.0,1.0,1.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0
35191,6.0,3.0,0.5,0.0,0.166666666667,0.333333333333,0.0,0.5,0.0,0.0
35801,11.0,5.0,0.454545454545,0.157894736842,0.263157894737,0.105263157895,0.473684210526,0.0,0.0,0.0
35838,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36206,12.0,4.0,0.333333333333,0.0,0.0857142857143,0.0,0.0,0.771428571429,0.0,0.142857142857
36231,4.0,4.0,1.0,0.0454545454545,0.0,0.136363636364,0.636363636364,0.136363636364,0.0,0.0454545454545
